College,Branch,Category,Merit No,Percentile,City
"M.S. Bidve Engineering College, Latur",Computer Science and Engineering,LOBCO,62190,78.1946121,Latur
"M.S. Bidve Engineering College, Latur",Computer Science and Engineering,LSEBCO,58914,79.4895283,Latur
"M.S. Bidve Engineering College, Latur",Computer Science and Engineering,DEFOPENS,140670,37.6881791,Latur
"M.S. Bidve Engineering College, Latur",Computer Science and Engineering,TFWS,44734,84.5942451,Latur
"M.S. Bidve Engineering College, Latur",Computer Science and Engineering,EWS,70720,74.9324465,Latur
"M.S. Bidve Engineering College, Latur",Information Technology,GOPENH,72248,74.2767378,Latur
"M.S. Bidve Engineering College, Latur",Information Technology,GSCH,111037,56.0103934,Latur
"M.S. Bidve Engineering College, Latur",Information Technology,GSTH,166129,16.2423214,Latur
"M.S. Bidve Engineering College, Latur",Information Technology,GNT2H,76270,72.6095528,Latur
"M.S. Bidve Engineering College, Latur",Information Technology,GOBCH,88210,67.5881106,Latur
"M.S. Bidve Engineering College, Latur",Information Technology,GSEBCH,76435,72.5041736,Latur
"M.S. Bidve Engineering College, Latur",Information Technology,LOPENH,69953,75.1972801,Latur
"M.S. Bidve Engineering College, Latur",Information Technology,LSCH,89983,66.4751458,Latur
"M.S. Bidve Engineering College, Latur",Information Technology,LOBCH,87587,67.6869909,Latur
"M.S. Bidve Engineering College, Latur",Information Technology,LSEBCH,70549,74.9709109,Latur
"M.S. Bidve Engineering College, Latur",Information Technology,GOPENO,73127,73.8486985,Latur
"M.S. Bidve Engineering College, Latur",Information Technology,GSCO,118736,51.7862916,Latur
"M.S. Bidve Engineering College, Latur",Information Technology,GVJO,74563,73.3652047,Latur
"M.S. Bidve Engineering College, Latur",Information Technology,GNT3O,109875,57.0470967,Latur
"M.S. Bidve Engineering College, Latur",Information Technology,GOBCO,98940,62.7875345,Latur
"M.S. Bidve Engineering College, Latur",Information Technology,GSEBCO,77980,71.716606,Latur
"M.S. Bidve Engineering College, Latur",Information Technology,LOPENO,86375,68.1767082,Latur
