College,Branch,Category,Merit No,Percentile,City
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Artificial Intelligence and Data Science,GNT2S,30850,89.5570146,Pune
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Artificial Intelligence and Data Science,GNT3S,42507,85.4082122,Pune
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Artificial Intelligence and Data Science,GOBCS,30149,89.874785,Pune
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Artificial Intelligence and Data Science,GSEBCS,30367,89.7974248,Pune
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Artificial Intelligence and Data Science,LOPENS,27947,90.6140311,Pune
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Artificial Intelligence and Data Science,LSCS,48482,83.4009466,Pune
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Artificial Intelligence and Data Science,LVJS,76164,72.6095528,Pune
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Artificial Intelligence and Data Science,LNT1S,68706,75.6212581,Pune
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Artificial Intelligence and Data Science,LNT2S,33484,88.6962727,Pune
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Artificial Intelligence and Data Science,LOBCS,29577,90.0185936,Pune
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Artificial Intelligence and Data Science,LSEBCS,29742,89.9513776,Pune
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Artificial Intelligence and Data Science,DEFOPENS,48338,83.4700421,Pune
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Artificial Intelligence and Data Science,DEFOBCS,53790,81.3894523,Pune
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Artificial Intelligence and Data Science,TFWS,23178,92.2993808,Pune
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Artificial Intelligence and Data Science,EWS,57781,79.9360013,Pune
COEP Technological University,Civil Engineering,GOPENS,4466,98.4718166,Pune
COEP Technological University,Civil Engineering,GSCS,17298,94.2401197,Pune
COEP Technological University,Civil Engineering,GSTS,38171,86.9353148,Pune
COEP Technological University,Civil Engineering,GVJS,18780,93.7520868,Pune
COEP Technological University,Civil Engineering,GNT1S,10064,96.6700602,Pune
COEP Technological University,Civil Engineering,GNT2S,8337,97.2156659,Pune
COEP Technological University,Civil Engineering,GNT3S,4763,98.3761174,Pune
COEP Technological University,Civil Engineering,GOBCS,5749,98.0509496,Pune
COEP Technological University,Civil Engineering,GSEBCS,6563,97.7963272,Pune
COEP Technological University,Civil Engineering,LOPENS,5539,98.1156916,Pune
COEP Technological University,Civil Engineering,LSCS,20572,93.1559091,Pune
COEP Technological University,Civil Engineering,LSTS,19476,93.5225248,Pune
COEP Technological University,Civil Engineering,LVJS,14391,95.2450348,Pune
COEP Technological University,Civil Engineering,LNT2S,17802,94.0878795,Pune
COEP Technological University,Civil Engineering,LOBCS,8953,97.0354332,Pune
COEP Technological University,Civil Engineering,LSEBCS,8596,97.1452421,Pune
COEP Technological University,Civil Engineering,PWDOPENS,6409,97.8540959,Pune
COEP Technological University,Civil Engineering,PWDOBCS,29879,89.9248303,Pune
COEP Technological University,Civil Engineering,DEFOPENS,10938,96.3844907,Pune
COEP Technological University,Civil Engineering,DEFOBCS,24353,91.8929842,Pune
COEP Technological University,Civil Engineering,TFWS,4428,98.4844069,Pune
COEP Technological University,Civil Engineering,PWDROBC,26196,91.2510363,Pune
COEP Technological University,Civil Engineering,DEFRSEBC,22982,92.3221052,Pune
COEP Technological University,Civil Engineering,ORPHAN,49714,82.7820291,Pune
COEP Technological University,Civil Engineering,EWS,7810,97.4012008,Pune
COEP Technological University,Computer Science and Engineering,GOPENS,96,99.966611,Pune
COEP Technological University,Computer Science and Engineering,GSCS,1765,99.3417263,Pune
COEP Technological University,Computer Science and Engineering,GSTS,8970,97.0354332,Pune
COEP Technological University,Computer Science and Engineering,GVJS,1783,99.3392345,Pune
COEP Technological University,Computer Science and Engineering,GNT1S,1497,99.4300008,Pune
COEP Technological University,Computer Science and Engineering,GNT2S,451,99.8028497,Pune
COEP Technological University,Computer Science and Engineering,GNT3S,843,99.6596408,Pune
COEP Technological University,Computer Science and Engineering,GOBCS,291,99.8781231,Pune
COEP Technological University,Computer Science and Engineering,GSEBCS,408,99.8260796,Pune
COEP Technological University,Computer Science and Engineering,LOPENS,168,99.9376662,Pune
COEP Technological University,Computer Science and Engineering,LSCS,3320,98.8377026,Pune
COEP Technological University,Computer Science and Engineering,LSTS,6240,97.8889628,Pune
COEP Technological University,Computer Science and Engineering,LNT1S,1166,99.5366194,Pune
COEP Technological University,Computer Science and Engineering,LNT2S,553,99.763043,Pune
COEP Technological University,Computer Science and Engineering,LNT3S,491,99.7887086,Pune
COEP Technological University,Computer Science and Engineering,LOBCS,452,99.8028497,Pune
COEP Technological University,Computer Science and Engineering,LSEBCS,273,99.8889163,Pune
COEP Technological University,Computer Science and Engineering,PWDOPENS,3651,98.7367021,Pune
COEP Technological University,Computer Science and Engineering,PWDSCS,48060,83.5369475,Pune
COEP Technological University,Computer Science and Engineering,PWDOBCS,5624,98.0953593,Pune
COEP Technological University,Computer Science and Engineering,PWDSEBCS,10377,96.5855308,Pune
COEP Technological University,Computer Science and Engineering,DEFOPENS,544,99.7670042,Pune
COEP Technological University,Computer Science and Engineering,DEFSCS,9740,96.769616,Pune
COEP Technological University,Computer Science and Engineering,DEFOBCS,1112,99.5592791,Pune
COEP Technological University,Computer Science and Engineering,DEFSEBCS,1135,99.5515511,Pune
COEP Technological University,Computer Science and Engineering,TFWS,52,99.983377,Pune
COEP Technological University,Robotics and Artificial Intelligence,GOPENS,476,99.7949643,Pune
COEP Technological University,Robotics and Artificial Intelligence,GSCS,4583,98.4469443,Pune
COEP Technological University,Robotics and Artificial Intelligence,GSTS,12972,95.70302,Pune
COEP Technological University,Robotics and Artificial Intelligence,GVJS,2176,99.2152371,Pune
COEP Technological University,Robotics and Artificial Intelligence,GNT2S,1382,99.4697548,Pune
COEP Technological University,Robotics and Artificial Intelligence,GNT3S,2260,99.1801893,Pune
COEP Technological University,Robotics and Artificial Intelligence,GOBCS,522,99.7755891,Pune
COEP Technological University,Robotics and Artificial Intelligence,GSEBCS,1095,99.5636454,Pune
COEP Technological University,Robotics and Artificial Intelligence,LOPENS,605,99.7457558,Pune
COEP Technological University,Robotics and Artificial Intelligence,LSCS,7588,97.4656463,Pune
COEP Technological University,Robotics and Artificial Intelligence,LSTS,16110,94.6546232,Pune
COEP Technological University,Robotics and Artificial Intelligence,LVJS,2522,99.1017461,Pune
COEP Technological University,Robotics and Artificial Intelligence,LNT1S,2832,99.0007078,Pune
COEP Technological University,Robotics and Artificial Intelligence,LOBCS,1040,99.5899286,Pune
COEP Technological University,Robotics and Artificial Intelligence,LSEBCS,2778,99.0196078,Pune
COEP Technological University,Robotics and Artificial Intelligence,PWDOPENS,11817,96.1033294,Pune
COEP Technological University,Robotics and Artificial Intelligence,PWDOBCS,26257,91.2437024,Pune
COEP Technological University,Robotics and Artificial Intelligence,DEFOPENS,1220,99.5260861,Pune
COEP Technological University,Robotics and Artificial Intelligence,DEFOBCS,4349,98.5039272,Pune
COEP Technological University,Robotics and Artificial Intelligence,TFWS,533,99.7709341,Pune
COEP Technological University,Robotics and Artificial Intelligence,PWDROBC,25757,91.3560438,Pune
COEP Technological University,Robotics and Artificial Intelligence,DEFROBCS,2365,99.1391853,Pune
COEP Technological University,Robotics and Artificial Intelligence,ORPHAN,20553,93.1559091,Pune
COEP Technological University,Robotics and Artificial Intelligence,EWS,1531,99.4188513,Pune
COEP Technological University,Electrical Engineering,GOPENS,1341,99.4863759,Pune
COEP Technological University,Electrical Engineering,GSCS,6653,97.7676159,Pune
COEP Technological University,Electrical Engineering,GSTS,25131,91.6275203,Pune
COEP Technological University,Electrical Engineering,GVJS,4988,98.2928759,Pune
COEP Technological University,Electrical Engineering,GNT1S,2303,99.1771579,Pune
COEP Technological University,Electrical Engineering,GNT2S,2713,99.0370747,Pune
COEP Technological University,Electrical Engineering,GOBCS,1745,99.3451981,Pune
COEP Technological University,Electrical Engineering,GSEBCS,2610,99.0691489,Pune
COEP Technological University,Electrical Engineering,LOPENS,2051,99.2524046,Pune
COEP Technological University,Electrical Engineering,LSCS,9023,97.0110164,Pune
COEP Technological University,Electrical Engineering,LSTS,33070,88.7794539,Pune
COEP Technological University,Electrical Engineering,LVJS,11023,96.3627546,Pune
COEP Technological University,Electrical Engineering,LNT2S,4105,98.5758959,Pune
COEP Technological University,Electrical Engineering,LNT3S,12405,95.884808,Pune
COEP Technological University,Electrical Engineering,LOBCS,2795,99.0119265,Pune
COEP Technological University,Electrical Engineering,LSEBCS,2397,99.1347494,Pune
COEP Technological University,Electrical Engineering,PWDOPENS,6994,97.6849731,Pune
COEP Technological University,Electrical Engineering,PWDOBCS,34161,88.5013511,Pune
COEP Technological University,Electrical Engineering,DEFOPENS,1977,99.2821369,Pune
COEP Technological University,Electrical Engineering,DEFOBCS,10337,96.5964131,Pune
COEP Technological University,Electrical Engineering,TFWS,1861,99.3129866,Pune
COEP Technological University,Electrical Engineering,PWDROBC,22809,92.4262209,Pune
COEP Technological University,Electrical Engineering,DEFRSEBC,6059,97.9679189,Pune
COEP Technological University,Electrical Engineering,ORPHAN,30356,89.7974248,Pune
COEP Technological University,Electrical Engineering,EWS,3327,98.8358603,Pune
COEP Technological University,Electronics and Telecommunication Engg,GOPENS,635,99.7311587,Pune
COEP Technological University,Electronics and Telecommunication Engg,GSCS,5112,98.2629654,Pune
COEP Technological University,Electronics and Telecommunication Engg,GSTS,18607,93.8492553,Pune
COEP Technological University,Electronics and Telecommunication Engg,GVJS,3351,98.8315642,Pune
COEP Technological University,Electronics and Telecommunication Engg,GNT1S,1993,99.2685866,Pune
COEP Technological University,Electronics and Telecommunication Engg,GNT2S,2417,99.1293249,Pune
COEP Technological University,Electronics and Telecommunication Engg,GNT3S,1337,99.4863759,Pune
COEP Technological University,Electronics and Telecommunication Engg,GOBCS,865,99.6479578,Pune
COEP Technological University,Electronics and Telecommunication Engg,GSEBCS,1286,99.5013298,Pune
COEP Technological University,Electronics and Telecommunication Engg,LOPENS,1118,99.5592791,Pune
COEP Technological University,Electronics and Telecommunication Engg,LSCS,7195,97.5983511,Pune
COEP Technological University,Electronics and Telecommunication Engg,LSTS,20205,93.2798858,Pune
COEP Technological University,Electronics and Telecommunication Engg,LVJS,8284,97.2402198,Pune
COEP Technological University,Electronics and Telecommunication Engg,LNT1S,4829,98.3505694,Pune
COEP Technological University,Electronics and Telecommunication Engg,LNT2S,2398,99.1347494,Pune
COEP Technological University,Electronics and Telecommunication Engg,LOBCS,1540,99.4180407,Pune
COEP Technological University,Electronics and Telecommunication Engg,LSEBCS,2177,99.2152371,Pune
COEP Technological University,Electronics and Telecommunication Engg,PWDOPENS,9391,96.8957779,Pune
COEP Technological University,Electronics and Telecommunication Engg,PWDSCS,49509,82.8590175,Pune
COEP Technological University,Electronics and Telecommunication Engg,PWDOBCS,19828,93.4044269,Pune
COEP Technological University,Electronics and Telecommunication Engg,PWDSEBCS,39857,86.2657912,Pune
COEP Technological University,Electronics and Telecommunication Engg,DEFOPENS,1862,99.3129866,Pune
COEP Technological University,Electronics and Telecommunication Engg,DEFSCS,18013,94.0242686,Pune
COEP Technological University,Electronics and Telecommunication Engg,DEFOBCS,2730,99.034587,Pune
COEP Technological University,Electronics and Telecommunication Engg,DEFSEBCS,2491,99.1068447,Pune
COEP Technological University,Electronics and Telecommunication Engg,TFWS,582,99.7548103,Pune
COEP Technological University,Instrumentation and Control Engineering,GOPENS,1521,99.4212433,Pune
COEP Technological University,Instrumentation and Control Engineering,GSCS,10641,96.4996882,Pune
COEP Technological University,Instrumentation and Control Engineering,GSTS,27909,90.6140311,Pune
COEP Technological University,Instrumentation and Control Engineering,GNT1S,4101,98.5847116,Pune
COEP Technological University,Instrumentation and Control Engineering,GOBCS,2622,99.0691103,Pune
COEP Technological University,Instrumentation and Control Engineering,GSEBCS,2668,99.0427132,Pune
COEP Technological University,Instrumentation and Control Engineering,LOPENS,1951,99.2906313,Pune
COEP Technological University,Instrumentation and Control Engineering,LSCS,10478,96.5413029,Pune
COEP Technological University,Instrumentation and Control Engineering,LNT3S,8516,97.1782833,Pune
COEP Technological University,Instrumentation and Control Engineering,LOBCS,2339,99.156313,Pune
COEP Technological University,Instrumentation and Control Engineering,LSEBCS,6826,97.7104553,Pune
COEP Technological University,Instrumentation and Control Engineering,PWDOPENS,44713,84.6087386,Pune
COEP Technological University,Instrumentation and Control Engineering,DEFOPENS,3038,98.9309246,Pune
COEP Technological University,Instrumentation and Control Engineering,TFWS,1825,99.3279194,Pune
COEP Technological University,Instrumentation and Control Engineering,PWDRSTS,47440,83.6467428,Pune
COEP Technological University,Instrumentation and Control Engineering,DEFROBCS,15532,94.8262965,Pune
COEP Technological University,Instrumentation and Control Engineering,EWS,4028,98.6114738,Pune
COEP Technological University,Mechanical Engineering,GOPENS,2109,99.2311848,Pune
COEP Technological University,Mechanical Engineering,GSCS,12115,96.0030715,Pune
COEP Technological University,Mechanical Engineering,GSTS,33571,88.632522,Pune
COEP Technological University,Mechanical Engineering,GVJS,6916,97.6997985,Pune
COEP Technological University,Mechanical Engineering,GNT1S,8063,97.3175348,Pune
COEP Technological University,Mechanical Engineering,GNT2S,4344,98.5039272,Pune
COEP Technological University,Mechanical Engineering,GNT3S,4237,98.5392956,Pune
COEP Technological University,Mechanical Engineering,GOBCS,3310,98.840158,Pune
COEP Technological University,Mechanical Engineering,GSEBCS,3552,98.7615842,Pune
COEP Technological University,Mechanical Engineering,LOPENS,3043,98.9308654,Pune
COEP Technological University,Mechanical Engineering,LSCS,18845,93.7458444,Pune
COEP Technological University,Mechanical Engineering,LSTS,60872,78.9120215,Pune
COEP Technological University,Mechanical Engineering,LVJS,11643,96.1675401,Pune
COEP Technological University,Mechanical Engineering,LNT1S,11152,96.3424669,Pune
COEP Technological University,Mechanical Engineering,LNT2S,9462,96.8831816,Pune
COEP Technological University,Mechanical Engineering,LOBCS,5220,98.2312987,Pune
COEP Technological University,Mechanical Engineering,LSEBCS,4914,98.3307978,Pune
COEP Technological University,Mechanical Engineering,PWDOPENS,36640,87.5036363,Pune
COEP Technological University,Mechanical Engineering,PWDSCS,159543,22.4081803,Pune
COEP Technological University,Mechanical Engineering,PWDOBCS,53563,81.4024523,Pune
COEP Technological University,Mechanical Engineering,PWDSEBCS,43997,84.8482325,Pune
COEP Technological University,Mechanical Engineering,DEFOPENS,6146,97.9251183,Pune
COEP Technological University,Mechanical Engineering,DEFSCS,34027,88.5172385,Pune
COEP Technological University,Mechanical Engineering,DEFOBCS,13425,95.5544287,Pune
COEP Technological University,Mechanical Engineering,DEFSEBCS,19372,93.5379106,Pune
COEP Technological University,Mechanical Engineering,TFWS,2207,99.197672,Pune
COEP Technological University,Manufacturing Science and Engineering,GOPENS,3877,98.6602671,Pune
COEP Technological University,Manufacturing Science and Engineering,GSCS,17211,94.303005,Pune
COEP Technological University,Manufacturing Science and Engineering,GSTS,48924,83.1469549,Pune
COEP Technological University,Manufacturing Science and Engineering,GVJS,15181,94.9943414,Pune
COEP Technological University,Manufacturing Science and Engineering,GNT1S,10483,96.5413029,Pune
COEP Technological University,Manufacturing Science and Engineering,GNT2S,8776,97.0696299,Pune
COEP Technological University,Manufacturing Science and Engineering,GOBCS,5662,98.0867461,Pune
COEP Technological University,Manufacturing Science and Engineering,GSEBCS,5385,98.1833299,Pune
COEP Technological University,Manufacturing Science and Engineering,LOPENS,4712,98.3958075,Pune
COEP Technological University,Manufacturing Science and Engineering,LSCS,23574,92.1947909,Pune
COEP Technological University,Manufacturing Science and Engineering,LSTS,70365,75.0114283,Pune
COEP Technological University,Manufacturing Science and Engineering,LNT2S,17456,94.2061358,Pune
COEP Technological University,Manufacturing Science and Engineering,LNT3S,22357,92.5598125,Pune
COEP Technological University,Manufacturing Science and Engineering,LOBCS,7448,97.5292884,Pune
COEP Technological University,Manufacturing Science and Engineering,LSEBCS,11307,96.260142,Pune
COEP Technological University,Manufacturing Science and Engineering,PWDOPENS,58069,79.7465759,Pune
COEP Technological University,Manufacturing Science and Engineering,PWDOBCS,103371,60.2294112,Pune
COEP Technological University,Manufacturing Science and Engineering,DEFOPENS,8459,97.1866689,Pune
COEP Technological University,Manufacturing Science and Engineering,DEFOBCS,25023,91.6309281,Pune
COEP Technological University,Manufacturing Science and Engineering,TFWS,6371,97.859073,Pune
COEP Technological University,Manufacturing Science and Engineering,PWDRSEBC,58458,79.5290328,Pune
COEP Technological University,Manufacturing Science and Engineering,DEFRSEBC,24999,91.6345444,Pune
COEP Technological University,Manufacturing Science and Engineering,EWS,11142,96.3424669,Pune
COEP Technological University,Metallurgy and Material Technology,GOPENS,6313,97.8806679,Pune
COEP Technological University,Metallurgy and Material Technology,GSCS,22428,92.5368222,Pune
COEP Technological University,Metallurgy and Material Technology,GSTS,72182,74.2767378,Pune
COEP Technological University,Metallurgy and Material Technology,GVJS,19759,93.4175138,Pune
COEP Technological University,Metallurgy and Material Technology,GNT1S,11063,96.3500312,Pune
COEP Technological University,Metallurgy and Material Technology,GNT2S,11049,96.3500312,Pune
COEP Technological University,Metallurgy and Material Technology,GNT3S,9891,96.7466861,Pune
COEP Technological University,Metallurgy and Material Technology,GOBCS,7096,97.6386926,Pune
COEP Technological University,Metallurgy and Material Technology,GSEBCS,8674,97.1295005,Pune
COEP Technological University,Metallurgy and Material Technology,LOPENS,8293,97.2230306,Pune
COEP Technological University,Metallurgy and Material Technology,LSCS,26422,91.2367752,Pune
COEP Technological University,Metallurgy and Material Technology,LSTS,54883,80.9741447,Pune
COEP Technological University,Metallurgy and Material Technology,LVJS,21408,92.8871646,Pune
COEP Technological University,Metallurgy and Material Technology,LNT1S,14301,95.2691748,Pune
COEP Technological University,Metallurgy and Material Technology,LOBCS,9570,96.8268477,Pune
COEP Technological University,Metallurgy and Material Technology,LSEBCS,15326,94.8964961,Pune
COEP Technological University,Metallurgy and Material Technology,PWDOPENS,60018,79.0646435,Pune
COEP Technological University,Metallurgy and Material Technology,PWDOBCS,153215,27.9969458,Pune
COEP Technological University,Metallurgy and Material Technology,DEFOPENS,16037,94.675361,Pune
COEP Technological University,Metallurgy and Material Technology,DEFOBCS,27551,90.7979989,Pune
COEP Technological University,Metallurgy and Material Technology,TFWS,7177,97.6037124,Pune
COEP Technological University,Metallurgy and Material Technology,PWDROBC,104864,59.9791975,Pune
COEP Technological University,Metallurgy and Material Technology,DEFROBCS,22957,92.33546,Pune
COEP Technological University,Metallurgy and Material Technology,EWS,18989,93.7092583,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Civil Engineering,GOPENH,175244,6.2116069,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Civil Engineering,LOPENH,169475,13.0626183,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Civil Engineering,GOPENH,130801,44.3676458,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Civil Engineering,GOPENO,129862,44.8929536,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Civil Engineering,LOPENO,164141,18.5574725,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Civil Engineering,MI,146463,33.099972,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Computer Engineering,GOPENH,62921,77.8445199,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Computer Engineering,LOPENH,62532,77.8466015,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Computer Engineering,GOPENO,50224,82.7090241,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Computer Engineering,LOPENO,51102,82.4585869,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Computer Engineering,MI,174292,7.3207233,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Computer Engineering,TFWS,56176,80.5358903,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Information Technology,GOPENH,68841,75.5247196,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Information Technology,LOPENH,67615,76.1268781,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Information Technology,GOPENO,54789,81.0378274,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Information Technology,LOPENO,49573,82.7820291,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Information Technology,MI,101043,60.6237408,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Information Technology,TFWS,60748,78.9120215,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Internet of Things (IoT),GOPENH,140429,38.0295157,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Internet of Things (IoT),LOPENH,115742,53.7424491,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Internet of Things (IoT),GOPENO,97759,62.902955,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Internet of Things (IoT),LOPENO,140465,38.0295157,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Internet of Things (IoT),TFWS,90818,65.9366282,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Electronics and Telecommunication Engg,GOPENH,94936,63.9612515,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Electronics and Telecommunication Engg,LOPENH,86458,68.0717863,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Electronics and Telecommunication Engg,GOPENO,72668,73.8893284,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Electronics and Telecommunication Engg,LOPENO,68752,75.5247196,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Electronics and Telecommunication Engg,TFWS,74894,73.1237323,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Mechanical Engineering,GOPENH,128388,46.2784017,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Mechanical Engineering,LOPENH,162227,20.1344161,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Mechanical Engineering,GOPENO,111145,56.0103934,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Mechanical Engineering,LOPENO,113463,54.3920183,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Electronics and Computer Engineering,GOPENH,108056,57.3310702,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Electronics and Computer Engineering,LOPENH,104597,59.9791975,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Electronics and Computer Engineering,GOPENO,86083,68.2901694,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Electronics and Computer Engineering,LOPENO,74914,73.1237323,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Electronics and Computer Engineering,MI,157588,24.3094646,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Electronics and Computer Engineering,TFWS,95085,63.7045846,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Artificial Intelligence and Machine Learning,GOPENH,89362,66.8505265,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Artificial Intelligence and Machine Learning,LOPENH,85193,68.7156482,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Artificial Intelligence and Machine Learning,GOPENO,65678,76.7776254,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Artificial Intelligence and Machine Learning,LOPENO,66244,76.5963466,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Artificial Intelligence and Machine Learning,MI,165867,16.2979967,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Artificial Intelligence and Machine Learning,TFWS,66191,76.5963466,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Artificial Intelligence and Data Science,GOPENH,72580,74.1162962,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Artificial Intelligence and Data Science,LOPENH,58772,79.5235744,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Artificial Intelligence and Data Science,GOPENO,57380,80.0615027,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Artificial Intelligence and Data Science,LOPENO,59807,79.1318865,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Artificial Intelligence and Data Science,MI,136617,40.2848342,Pune
"Siddhant College of Engineering, A/p Sudumbare, Tal.Maval, Dist-Pune",Artificial Intelligence and Data Science,TFWS,63278,77.8250739,Pune
ISBM College Of Engineering Pune,Computer Engineering,GOPENH,44989,84.5731157,Pune
ISBM College Of Engineering Pune,Computer Engineering,LOPENH,43007,85.3422371,Pune
ISBM College Of Engineering Pune,Computer Engineering,GOPENO,32884,88.890236,Pune
ISBM College Of Engineering Pune,Computer Engineering,LOPENO,32890,88.890236,Pune
ISBM College Of Engineering Pune,Computer Engineering,MI,171511,10.8434786,Pune
ISBM College Of Engineering Pune,Computer Engineering,TFWS,31042,89.4824361,Pune
ISBM College Of Engineering Pune,Electronics and Telecommunication Engg,GOPENH,55824,80.5929134,Pune
ISBM College Of Engineering Pune,Electronics and Telecommunication Engg,LOPENH,51176,82.2448555,Pune
ISBM College Of Engineering Pune,Electronics and Telecommunication Engg,GOPENO,34865,88.157541,Pune
ISBM College Of Engineering Pune,Electronics and Telecommunication Engg,LOPENO,30820,89.5570146,Pune
ISBM College Of Engineering Pune,Electronics and Telecommunication Engg,MI,164101,18.5574725,Pune
ISBM College Of Engineering Pune,Electronics and Telecommunication Engg,TFWS,31372,89.3399508,Pune
ISBM College Of Engineering Pune,Electronics Engineering ( VLSI Design and Technology),GOPENH,137874,39.5390798,Pune
ISBM College Of Engineering Pune,Electronics Engineering ( VLSI Design and Technology),LOPENH,102164,60.5030966,Pune
ISBM College Of Engineering Pune,Electronics Engineering ( VLSI Design and Technology),GOPENO,115402,53.7694785,Pune
ISBM College Of Engineering Pune,Electronics Engineering ( VLSI Design and Technology),LOPENO,107504,57.8688386,Pune
ISBM College Of Engineering Pune,Electronics Engineering ( VLSI Design and Technology),TFWS,117724,52.2046883,Pune
